No,Category,Entity,Period,Data
3776,Annual Report,CHINA MINING INTERNATIONAL LTD 2019,20191230,606965_20200415_CMI_Ann_AnnRpt_att.pdf
3777,Annual Report,UOL GROUP LIMITED 2019,20191230,603432_UOL AR 2019.pdf
3778,Annual Report,SOON LIAN HOLDINGS LIMITED 2019,20191230,606983_SoonLianHldgs_Annual_Report2019.pdf
3779,Annual Report,NET PACIFIC FINANCIAL HOLDINGS LIMITED 2019,20191230,607063_NetPacific-AR2019-Letter_to_Shareholders.pdf
3780,Annual Report,CHINA OIL AND GAS GROUP LIMITED 2019,20191230,607997_E_882810_COG_AR_ESS.pdf
3781,Annual Report,HI-P INTERNATIONAL LIMITED 2019,20191230,605626_Hi-P_Annual Report 2019.pdf
3782,Annual Report,PENGUIN INTERNATIONAL LIMITED 2019,20191230,606392_Penguin Annual Report 2019.pdf
3783,Annual Report,HOTEL ROYAL LIMITED 2019,20191230,605910_Hotel Royal AR2019.pdf
3784,Annual Report,HL GLOBAL ENTERPRISES LIMITED 2019,20191230,615113_Analysis_of_Shareholdings.pdf
3785,Annual Report,SERIAL SYSTEM LTD 2019,20191230,606960_SSL_AR_2019.pdf
3786,Annual Report,KTL GLOBAL LIMITED 2019,20191230,617800_KTL - annual report 2019 -FINAL.pdf
3787,Annual Report,ISETAN (SINGAPORE) LIMITED 2019,20191230,606140_Isetan_AR19_SGX.PDF
3788,Annual Report,ASCENDAS FUNDS MANAGEMENT (S) LIMITED 2019,20191230,606111_Ascendas REIT Letter to Unitholder - 13 April 2020.pdf
3789,Annual Report,FIRST SPONSOR GROUP LIMITED 2019,20191230,605164_First_Sponsor_Group_Limited_Annual_Report_2019.pdf
3790,Annual Report,GALLANT VENTURE LTD. 2019,20191230,606493_GV_Annual Report_2019.pdf
3791,Annual Report,SK JEWELLERY GROUP LIMITED 2019,20191230,606166_SK Jewellery - Annual Report 2019 Final.pdf
3792,Annual Report,HONG LEONG FINANCE LIMITED 2019,20191230,614827_HLF Letter to Shareholders_3June2020.pdf
3793,Annual Report,PSL HOLDINGS LIMITED 2019,20191230,607051_Annual Report - FY2019.pdf
3794,Annual Report,KOYO INTERNATIONAL LIMITED 2019,20191230,606999_Koyo Annual Report 2019.pdf
3795,Annual Report,SEVAK LIMITED 2019,20191230,606736_Sevak Limited Annual Report 2019.pdf
3796,Annual Report,PCCW-HKT CAPITAL NO.5 LIMITED 2019,20191230,606767_HKT Group Holdings Limited FS FY2019.pdf
3797,Annual Report,VIBROPOWER CORPORATION LIMITED 2019,20191230,606577_Vibropower_Annual_Report.pdf
3798,Annual Report,CHINA KANGDA FOOD COMPANY LTD 2019,20191230,608406_China Kangda - Annual Report 2019.pdf
3799,Annual Report,DUTECH HOLDINGS LIMITED 2019,20191230,610167_Dutech-Annual_Report_FY2019.pdf
3800,Annual Report,BENG KUANG MARINE LIMITED 2019,20191230,605622_BKMAR2019.pdf
3801,Annual Report,SUNTAR ECO-CITY LIMITED 2019,20191230,606982_SEL_Annual Report.pdf
3802,Annual Report,OUHUA ENERGY HOLDINGS LIMITED 2019,20191230,606653_Ouhua - Annual Report FYE 2019 revised.pdf
3803,Annual Report,KORI HOLDINGS LIMITED 2019,20191230,606662_Kori Holdings Limited Annual Report 2019.pdf
3804,Annual Report,M&C REIT MANAGEMENT LIMITED 2019,20191230,615125_Statistics_Stapled_Securities_Holdings.110520.pdf
3805,Annual Report,OCEAN SKY INTERNATIONAL LIMITED 2019,20191230,606885_OSIL_Publication_of_2019_Annual_Report.pdf
3806,Annual Report,BIOLIDICS LIMITED 2019,20191230,605560_Biolidics Limited Annual Report 2019.pdf
3807,Annual Report,MANULIFE FINANCIAL CORPORATION 2019,20191230,601765_E-MFC-2019AR.pdf
3808,Annual Report,WOODSIDE FINANCE LIMITED 2019,20191230,596202_007. Annual Report 2019.pdf
3809,Annual Report,PARKWAY PANTAI LIMITED 2019,20191230,612153_PPL_FY2019_Audited_Financial_Statement.pdf
3810,Annual Report,VENTURE CORPORATION LIMITED 2019,20191230,606693_Venture Annual Report 2019.pdf
3811,Annual Report,GRAND VENTURE TECHNOLOGY LIMITED 2019,20191230,606106_Grand Venture Technology Annual Report 2019.pdf
3812,Annual Report,JARDINE MATHESON HLDGS LTD 2019,20191230,605406_Jardine Matheson Annual Report 2019.pdf
3813,Annual Report,MUN SIONG ENGINEERING LIMITED 2019,20191230,606499_Mun Siong Engineering Limited Annual Report 2019.pdf
3814,Annual Report,INCH KENNETH KAJANG RUBBER PLC 2019,20191230,613000_IKKR AR 2019.pdf
3815,Annual Report,Ayondo Ltd. 2019,20191230,625943_ayondo - AR FY2019 Final - 2 August 2020.pdf
3816,Annual Report,CHARISMA ENERGY SERVICES LIMITED 2019,20191230,614314_CES_Annual Report 2019.pdf
3817,Annual Report,UNITED OVERSEAS BANK LIMITED 2019,20191230,605594_UOB Annual Report 2019.pdf
3818,Annual Report,UNION GAS HOLDINGS LIMITED 2019,20191230,605828_Union_Gas_Holdings_Limited_AR2019.pdf
3819,Annual Report,SINJIA LAND LIMITED 2019,20191230,606305_Sinjia Land Limited Annual Report 2019.pdf
3820,Annual Report,TIH LIMITED 2019,20191230,603292_TIH_Limited_Annual_Report_2019.pdf
3821,Annual Report,CHINA JISHAN HOLDINGS LIMITED 2019,20191230,616888_China Jishan AR19_Final.pdf
3822,Annual Report,ADVENTUS HOLDINGS LIMITED 2019,20191230,617844_AHL - Addendum to Annual Report FY2019.pdf
3823,Annual Report,SHANGHAI TURBO ENTERPRISES LTD 2019,20191230,618936_Shanghai Turbo Annual Report 2019.pdf
3824,Annual Report,REX INTERNATIONAL HOLDING LIMITED 2019,20191230,606720_20200415_RIH_2019AnnualReport_Final.pdf
3825,Annual Report,JCG INVESTMENT HOLDINGS LTD. 2019,20191230,607027_JCG AR19-Final.pdf
3826,Annual Report,TORCHMARK CORPORATION 2019,20191230,601454_2019_Annual_Report_and_Form_10_K.pdf
3827,Annual Report,KOUFU GROUP LIMITED 2019,20191230,605670_Koufu - Annual Report FY2019.pdf
3828,Annual Report,APAC REALTY LIMITED 2019,20191230,606383_APAC - Annual Report 2019.pdf
3829,Annual Report,NAGACORP LTD. 2019,20191230,601659_E_Annual Report.pdf
3830,Annual Report,SHENG SIONG GROUP LTD. 2019,20191230,605711_SSG_2019_Annual Report.pdf
3831,Annual Report,INTERNATIONAL CEMENT GROUP LTD. 2019,20191230,605101_ICG FY2019 Annual Report.pdf
3832,Annual Report,OKP HOLDINGS LIMITED 2019,20191230,603256_OKP AR2019.pdf
3833,Annual Report,SBS TRANSIT LTD 2019,20191230,602000_SBST - AR 2019.pdf
3834,Annual Report,SHS HOLDINGS LTD. 2019,20191230,605783_SHS_Holdings_Ltd_-_Annual_Report_FY2019.pdf
3835,Annual Report,FSL TRUST MANAGEMENT PTE. LTD. 2019,20191230,605615_First Ship Lease Trust_Annual Report 2019.pdf
3836,Annual Report,ANCHUN INTERNATIONAL HOLDINGS LTD. 2019,20191230,612645_1. Annual Report and Sustainability Report 2019.pdf
3837,Annual Report,HANWELL HOLDINGS LIMITED 2019,20191230,606164_Hanwell Holdings Limited Annual Report 2019.pdf
3838,Annual Report,PRUDENTIAL PLC 2019,20191230,603488_E_Annual_Report_2019.pdf
3839,Annual Report,ATLANTIC NAVIGATION HOLDINGS (SINGAPORE) LIMITED 2019,20191230,606984_Atlantic - AR2019 - 150420.pdf
3840,Annual Report,ARA TRUST MANAGEMENT (USH) PTE. LTD. 2019,20191230,606281_ARA USHT AR 2019.pdf
3841,Annual Report,EC WORLD ASSET MANAGEMENT PTE LTD 2019,20191230,606863_ECW_AR_2019.pdf
3842,Annual Report,THE SOUTHERN COMPANY 2019,20191230,597216_2019 10-K.pdf
3843,Annual Report,STARLAND HOLDINGS LIMITED 2019,20191230,607009_Starland-Publication of Annual Report.pdf
3844,Annual Report,BHG RETAIL TRUST MANAGEMENT PTE. LTD. 2019,20191230,606535_BHG Retail REIT AR2019.pdf
3845,Annual Report,LUNG KEE (BERMUDA) HLDGS LTD 2019,20191230,607530_2019 Annual Report.pdf
3846,Annual Report,SIM LEISURE GROUP LTD. 2019,20191230,606976_SLG AR2019.pdf
3847,Annual Report,HEETON HOLDINGS LIMITED 2019,20191230,606882_Heeton AR19 Lowres_spread Withouth Notice.pdf
3848,Annual Report,PCCW CAPITAL NO. 4 LIMITED 2019,20191230,606769_PCCW 2019 Annual Report.pdf
3849,Annual Report,THE ISRAEL ELECTRIC CORPORATION LTD. 2019,20191230,607193_The_Israel_Electric_Co-Financial_Reports_December_2019.pdf
3850,Annual Report,HOR KEW CORPORATION LIMITED 2019,20191230,606901_HKC_AnnualReport2019.pdf
3851,Annual Report,KEPPEL INFRASTRUCTURE FUND MANAGEMENT PTE LTD 2019,20191230,606868_1. KIT_AR19_Full Report_15 April 2020.pdf
3852,Annual Report,COMBINE WILL INTL HLDGS LTD 2019,20191230,614598_Combine Will AR2019_Final.pdf
3853,Annual Report,ROXY-PACIFIC HOLDINGS LIMITED 2019,20191230,602059_RPH_Ann_Annual_Report_2019.pdf
3854,Annual Report,CHIP ENG SENG CORPORATION LTD. 2019,20191230,606395_CES_Annt - Issue of Annual Report FY2019.pdf
3855,Annual Report,YHI INTERNATIONAL LIMITED 2019,20191230,606208_YHI-AR2019.pdf
3856,Annual Report,SP CORPORATION LIMITED 2019,20191230,601049_SPCorp_AnnualReport_FY2019.pdf
3857,Annual Report,HONG LEONG FINANCE LIMITED 2019,20191230,605990_Hong Leong Finance Limited_Annual Report 2019.pdf
3858,Annual Report,FTL CAPITAL LIMITED 2019,20191230,615032_FTL Capital - AFS - 2019.pdf
3859,Annual Report,BEST WORLD INTERNATIONAL LIMITED 2019,20191230,648196_BW AR 2019_High reso.pdf
3860,Annual Report,"EZAKI GLICO CO., LTD. 2019",20191230,610053_Annual Report 2019.pdf
3861,Annual Report,CAPITALAND LIMITED 2019,20191230,605047_CapitaLand_Limited_AR2019.pdf
3862,Annual Report,YUNNAN ENERGY INTERNATIONAL CO. LIMITED 2019,20191230,608546_e1298_20200326_ar.pdf
3863,Annual Report,OUE LIPPO HEALTHCARE LIMITED 2019,20191230,606390_OUELH_Annual Report_2019.pdf
3864,Annual Report,CDW HOLDING LIMITED 2019,20191230,615687_Annual Report FY2019.pdf
3865,Annual Report,HG METAL MANUFACTURING LIMITED 2019,20191230,606881_Annual Report 2019-Updated.pdf
3866,Annual Report,HO BEE LAND LIMITED 2019,20191230,606667_HBL_AnnualReport_FY2019.pdf
3867,Annual Report,CHINA SUNSINE CHEMICAL HOLDINGS LTD. 2019,20191230,606384_China Sunsine-AR2019-10.pdf
3868,Annual Report,THAKRAL CORPORATION LTD 2019,20191230,606581_ThakralCorp_AR2019.pdf
3869,Annual Report,STARBURST HOLDINGS LIMITED 2019,20191230,605679_Starburst Holdings Limited Annual Report 2019.pdf
3870,Annual Report,METAL COMPONENT ENGINEERING LIMITED 2019,20191230,607297_MCE_Revised Annual Report FY 2019.pdf
3871,Annual Report,TRICKLESTAR LIMITED 2019,20191230,599983_Tricklestar-Annual Report 2019.pdf
3872,Annual Report,NIPPECRAFT LIMITED 2019,20191230,606809_Nippecraft Annual Report 2019 Appendix.pdf
3873,Annual Report,JULIUS BAER GROUP LTD. 2019,20191230,601817_2020-03-23_JuliusBaer_FYR2019_AnnualReport_EN.pdf
3874,Annual Report,SECURA GROUP LIMITED 2019,20191230,606780_Secura Group-AR2019.pdf
3875,Annual Report,BH GLOBAL CORPORATION LIMITED 2019,20191230,606557_BHG_AR2019.pdf
3876,Annual Report,FRENCKEN GROUP LIMITED 2019,20191230,605432_Frencken-AR2019.pdf
3877,Annual Report,GLOBAL INVACOM GROUP LIMITED 2019,20191230,606706_Global Invacom Group Limited Annual Report 2019.pdf
3878,Annual Report,IREIT GLOBAL GROUP PTE. LTD. 2019,20191230,606655_IREIT FY2019 Annual Report FINAL.pdf
3879,Annual Report,TECKWAH INDUSTRIAL CORPORATION LTD 2019,20191230,606394_AR 2019 Final.pdf
3880,Annual Report,G. K. GOH HOLDINGS LIMITED 2019,20191230,606691_GK Goh Annual Report 2019.pdf
3881,Annual Report,CHINA KANGDA FOOD COMPANY LTD 2019,20191230,612184_China Kangda - Proposals for Re-election of Directors and General Mandate.pdf
3882,Annual Report,ASPIAL CORPORATION LIMITED 2019,20191230,605766_Aspial Corporation Limited Annual Report 2019.pdf
3883,Annual Report,AVARGA LIMITED 2019,20191230,606674_Avarga_AR_2019.pdf
3884,Annual Report,SINGAPORE KITCHEN EQUIPMENT LIMITED 2019,20191230,605947_SKE_AR2019_SGX.pdf
3885,Annual Report,HEALTHBANK HOLDINGS LIMITED 2019,20191230,606857_Healthbank Holdings Annual Report - FY 2019.pdf
3886,Annual Report,QAF LIMITED 2019,20191230,602491_QAF Limited Annual Report 2019.pdf
3887,Annual Report,ESR FUNDS MANAGEMENT (S) LIMITED 2019,20191230,605588_ESR-REIT Annual Report 2019 FINAL.pdf
3888,Annual Report,ARA TRUST MANAGEMENT (CACHE) LIMITED 2019,20191230,605656_Cache Logistics Trust AR FY2019.pdf
3889,Annual Report,UOB-KAY HIAN HOLDINGS LIMITED 2019,20191230,605808_UOBKHHL Annual Report 2019.pdf
3890,Annual Report,YANLORD LAND GROUP LIMITED 2019,20191230,606122_13-04-2020-Yanlord_AR2019.pdf
3891,Annual Report,GSS ENERGY LIMITED 2019,20191230,607067_SGX-GSS_Energy_AR2019.pdf
3892,Annual Report,KOH BROTHERS ECO ENGINEERING LIMITED 2019,20191230,606634_2020.04.14- Annual Report- KBEEL.pdf
3893,Annual Report,POLARIS LTD. 2019,20191230,606091_Polaris Ltd - Annual Report FY2019.pdf
3894,Annual Report,WONG FONG INDUSTRIES LTD 2019,20191230,606596_Wong Fong Industries Annual Report 2019.pdf
3895,Annual Report,OLAM INTERNATIONAL LIMITED 2019,20191230,606372_14Apr2020_AR FY2019 Issuance_Announcement.pdf
3896,Annual Report,PT CIPUTRA DEVELOPMENT TBK 2019,20191230,621864_CTRA_Annual Report 2019_Released.pdf
3897,Annual Report,AXCELASIA INC. 2019,20191230,602064_Axcelasia Annual Report 2019.pdf
3898,Annual Report,PAN-UNITED CORPORATION LTD. 2019,20191230,606541_PanU_Annual_Report_2019.pdf
3899,Annual Report,ASCOTT RESIDENCE TRUST MANAGEMENT LIMITED 2019,20191230,606117_ART_AR2019.pdf
3900,Annual Report,ANCHUN INTERNATIONAL HOLDINGS LTD. 2019,20191230,606853_AIH_Annual Report and Sustainability Report 2019.pdf
3901,Annual Report,WINAS LIMITED 2019,20191230,606814_Winas Limited Annual Report 2019.pdf
3902,Annual Report,HONG LEONG ASIA LTD. 2019,20191230,612480_Hong Leong Asia AR2019.pdf
3903,Annual Report,JB FOODS LIMITED 2019,20191230,606704_JB Foods Limited Annual Report 2019.pdf
3904,Annual Report,AEM HOLDINGS LTD. 2019,20191230,606995_AEM Holdings Limited Annual Report 2019.pdf
3905,Annual Report,CHENG MEI MATERIALS TECHNOLOGY CORPORATION 2019,20191230,603005_CMMT 2019 Consolidated financial statements.pdf
3906,Annual Report,INTERNATIONAL PRESS SOFTCOM LIMITED 2019,20191230,605620_IPSoftcomAR2019.pdf
3907,Annual Report,LUZHOU BIO-CHEM TECHNOLOGY LIMITED 2019,20191230,625591_Proxy_Form.pdf
3908,Annual Report,MANULIFE US REAL ESTATE MANAGEMENT PTE. LTD. 2019,20191230,604769_Manulife US REIT AR 2019.pdf
3909,Annual Report,HOSEN GROUP LTD. 2019,20191230,606620_Hosen  Group - Annual Report FY2019.pdf
3910,Annual Report,IEV HOLDINGS LIMITED 2019,20191230,611162_IEV-Annual Report 2019-Final.pdf
3911,Annual Report,AEI CORPORATION LTD. 2019,20191230,606202_20200413_AEI_Ann_AR2019_Att.pdf
3912,Annual Report,BANYAN TREE HOLDINGS LIMITED 2019,20191230,606476_1-BTH2019_ExplanatoryLetter.pdf
3913,Annual Report,BANK OF THE PHILIPPINE ISLANDS 2019,20191230,617322_SEC Form 17A 2019_060920.pdf
3914,Annual Report,HSBC USA INC. 2019,20191230,596891_HUSI 12.31.19 10-K FINAL.PDF
3915,Annual Report,DASIN RETAIL TRUST MANAGEMENT PTE.LTD. 2019,20191230,606978_DASINRT-Dasin Retail Trust Annual Report 2019.pdf
3916,Annual Report,KEPPEL REIT MANAGEMENT LIMITED 2019,20191230,606819_KREIT_AR19_Final.pdf
3917,Annual Report,SITRA HOLDINGS (INTERNATIONAL) LIMITED 2019,20191230,606977_Sitra_AR19_SGX.pdf
3918,Annual Report,INNOTEK LIMITED 2019,20191230,611309_Innotek Limited Annual Report 2019.pdf
3919,Annual Report,SOUTHERN PACKAGING GROUP LIMITED 2019,20191230,615472_SPGL-AR-FY2019.pdf
3920,Annual Report,KBS US PRIME PROPERTY MANAGEMENT PTE. LTD. 2019,20191230,606504_Prime US REIT AR2019.pdf
3921,Annual Report,JOYAS INTERNATIONAL HLDGS LTD 2019,20191230,606820_Joyas-Annual_Report_Cover_Letter.pdf
3922,Annual Report,SAPPHIRE CORPORATION LIMITED 2019,20191230,615629_Sapphire-AR2019.pdf
3923,Annual Report,HWA HONG CORPORATION LIMITED 2019,20191230,603517_HH FY2019 Annual Report.pdf
3924,Annual Report,WEE HUR HOLDINGS LTD. 2019,20191230,606388_WeeHurFY2019AnnualReport.pdf
3925,Annual Report,YHI INTERNATIONAL LIMITED 2019,20191230,611528_YHI-Letter_to_Shareholders-Renewal_of_Share_Buy-Back_Mandate.pdf
3926,Annual Report,SB REIT MANAGEMENT PTE. LTD. 2019,20191230,604882_Soilbuild REIT Annual Report 2019.pdf
3927,Annual Report,HL GLOBAL ENTERPRISES LIMITED 2019,20191230,605642_HLGE_Annual_Report_2019.pdf
3928,Annual Report,PHARMESIS INTERNATIONAL LTD. 2019,20191230,605675_Pharmesis International Ltd. Annual Report 2019.pdf
3929,Annual Report,DELFI LIMITED 2019,20191230,605902_Delfi Limited AR2019.pdf
3930,Annual Report,MEMIONTEC HOLDINGS LTD. 2019,20191230,606917_Memiontec Holdings Ltd. Annual Report 2019.pdf
3931,Annual Report,EINDEC CORPORATION LIMITED 2019,20191230,606627_Eindec Annual Report 2019.pdf
3932,Annual Report,IFAST CORPORATION LTD. 2019,20191230,605036_iFASTCorp_Annual Report 2019.pdf
3933,Annual Report,PCPD CAPITAL LIMITED 2019,20191230,602973_E_PCPD_AR.pdf
3934,Annual Report,SARINE TECHNOLOGIES LTD. 2019,20191230,604875_Sarine AR2019.pdf
3935,Annual Report,ISEC HEALTHCARE LTD. 2019,20191230,606702_ISEC Healthcare Ltd. Annual Report 2019.pdf
3936,Annual Report,HUTCHISON PORT HOLDINGS MANAGEMENT PTE. LIMITED 2019,20191230,606731_HPHT AR2019_AR Proof 17_clean_bookmarked.pdf
3937,Annual Report,TIANJIN ZHONG XIN PHARM GROUP 2019,20191230,611892_Tianjin Zhong Xin Pharmaceutical Group Corporation Limited Annual Report 2019.pdf
3938,Annual Report,BROADWAY INDUSTRIAL GROUP LIMITED 2019,20191230,606678_BIGL - Annual Report FY2019.pdf
3939,Annual Report,ZHONGMIN BAIHUI RETAIL GROUP LTD. 2019,20191230,617537_Attachment - ZMBH Annual Report 2019.pdf
3940,Annual Report,EZION HOLDINGS LIMITED 2019,20191230,617286_Ezion_Annual Report 2019.pdf
3941,Annual Report,HIAP HOE LIMITED 2019,20191230,606889_Annual Report 2019.pdf
3942,Annual Report,HRNETGROUP LIMITED 2019,20191230,606872_HRnet AR2019 FULL 1404_final.pdf
3943,Annual Report,DON AGRO INTERNATIONAL LIMITED 2019,20191230,607060_DonAgro_Letter_to_shareholders.pdf
3944,Annual Report,NO VA LAND INVESTMENT GROUP CORPORATION 2019,20191230,602148_23032020_ar_2019_eng.pdf
3945,Annual Report,LHT HOLDINGS LIMITED 2019,20191230,605159_LHT_Holdings_Limited_AR 2019 - Low Res.pdf
3946,Annual Report,LONZA GROUP LTD 2019,20191230,600854_2020.03.17 AR_SR_Media_Release.pdf
3947,Annual Report,MANUFACTURING INTEGRATION TECHNOLOGY LTD. 2019,20191230,606723_MIT_Annual_Report_2019.pdf
3948,Annual Report,MMP RESOURCES LIMITED 2019,20191230,610895_MMP_Annt_Annual Report_FY2019.pdf
3949,Annual Report,KINGSMEN CREATIVES LTD. 2019,20191230,606088_Kingsmen AR2019.pdf
3950,Annual Report,BUMITAMA AGRI LTD. 2019,20191230,605791_BAL - Annual Report 2019.pdf
3951,Annual Report,SEMBCORP MARINE LTD 2019,20191230,604764_Sembcorp Marine Annual Report 2019.pdf
3952,Annual Report,HEATEC JIETONG HOLDINGS LTD. 2019,20191230,604640_Heatec Jietong Holdings_Limited Ltd. Annual Report 2019.pdf
3953,Annual Report,SPACKMAN ENTERTAINMENT GROUP LIMITED 2019,20191230,606683_Spackman Entertainment Group Limited Annual Report 2019.pdf
3954,Annual Report,MULTI-CHEM LIMITED 2019,20191230,606255_1. Multi-Chem_Annual Report_FY2019.pdf
3955,Annual Report,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED 2019,20191230,603221_2019PTTEPAR_en.pdf
3956,Annual Report,CH OFFSHORE LTD. 2019,20191230,605120_CHO_AR2019.pdf
3957,Annual Report,RESOURCES GLOBAL DEVELOPMENT LIMITED 2019,20191230,606858_RGD - Annual Report FY2019 final.pdf
3958,Annual Report,AA GROUP HOLDINGS LTD. 2019,20191230,606547_AAGHL_Annual Report 2019.pdf
3959,Annual Report,RIVERSTONE HOLDINGS LIMITED 2019,20191230,606602_Riverstone_2019 Annual Report.pdf
3960,Annual Report,UNI-ASIA GROUP LIMITED 2019,20191230,606709_Uni-Asia 2020-04-15 - Announcement on Issue of Annual Report and AGM Notice.pdf
3961,Annual Report,IPC CORPORATION LTD 2019,20191230,606204_IPC-Annual Report.pdf
3962,Annual Report,PTTEP CANADA INTERNATIONAL FINANCE LIMITED 2019,20191230,603215_2019PTTEPAR_en.pdf
3963,Annual Report,KOH BROTHERS GROUP LIMITED 2019,20191230,606635_2020.04.14- Annual Report- KBGL.pdf
3964,Annual Report,EDITION LTD. 2019,20191230,606859_Edition_Annual Report 2019.pdf
3965,Annual Report,NATURAL COOL HOLDINGS LIMITED 2019,20191230,605548_NCH_Letter_to_Shareholders_8Apr2020.pdf
3966,Annual Report,HAW PAR CORPORATION LIMITED 2019,20191230,603261_Haw Par AR2019.pdf
3967,Annual Report,FIGTREE HOLDINGS LIMITED 2019,20191230,610548_FHL_Annual Report FY2019.pdf
3968,Annual Report,INTERRA RESOURCES LIMITED 2019,20191230,606405_Interra AR2019.pdf
3969,Annual Report,CHALLENGER TECHNOLOGIES LIMITED 2019,20191230,612608_Challenger - Annual Report_revised.pdf
3970,Annual Report,TAT SENG PACKAGING GROUP LTD 2019,20191230,606571_Annual Report FY2019.pdf
3971,Annual Report,"PAN OCEAN CO., LTD. 2019",20191230,598308_Pan Ocean - The 54th Annual Report and Financial Statement.pdf
3972,Annual Report,UMS HOLDINGS LIMITED 2019,20191230,606183_UMS Holdings Limited Annual Report 2019.pdf
3973,Annual Report,ABR HOLDINGS LIMITED 2019,20191230,606505_ABRHoldingsLimited2019LETTERtoShareholders.pdf
3974,Annual Report,HUAN HSIN HOLDINGS LTD 2019,20191230,617754_HuanHsin_Annual_Report2019.pdf
3975,Annual Report,COLEX HOLDINGS LIMITED 2019,20191230,606531_ColexAR2019.pdf
3976,Annual Report,PROPNEX LIMITED 2019,20191230,606733_Propnex_AR FY2019-Final.pdf
3977,Annual Report,CHOO CHIANG HOLDINGS LTD. 2019,20191230,605937_Choo Chiang Holdings Ltd. Annual Report 2019.pdf
3978,Annual Report,A-SONIC AEROSPACE LIMITED 2019,20191230,616757_Shareholding Statistics as at 3 June 2020 - Updates to page 106 of Annual Report FY2019.pdf
3979,Annual Report,MEGACHEM LIMITED 2019,20191230,602808_Megachem Annual Report FY2019.pdf
3980,Annual Report,STRACO CORPORATION LIMITED 2019,20191230,606399_Straco AR2019_Final.pdf
3981,Annual Report,HOE LEONG CORPORATION LTD. 2019,20191230,606940_Hoe Leong AR2019.pdf
3982,Annual Report,CHENG MEI MATERIALS TECHNOLOGY CORPORATION 2019,20191230,607650_2019 CMMT Annual Report.pdf
3983,Annual Report,THE PLACE HOLDINGS LIMITED 2019,20191230,618916_TPHL - AR2019.pdf
3984,Annual Report,TUAN SING HOLDINGS LIMITED 2019,20191230,601984_TSH_AnnualReport_FY2019.pdf
3985,Annual Report,YANGZIJIANG SHIPBUILDING (HOLDINGS) LTD. 2019,20191230,605216_YZJ-Annual_Report.pdf
3986,Annual Report,PROGEN HOLDINGS LTD 2019,20191230,607039_ProgenAnnualReport2019.pdf
3987,Annual Report,CLEARBRIDGE HEALTH LIMITED 2019,20191230,606574_Clearbridge Health Annual Report 2019.pdf
3988,Annual Report,ESR CAYMAN LIMITED 2019,20191230,608899_202004_2 ESR - SGX Annual Report Announcement.pdf
3989,Annual Report,CHASWOOD RESOURCES HOLDINGS LTD. 2019,20191230,617657_Chaswood - AR2019.pdf
3990,Annual Report,EMERGING TOWNS & CITIES SINGAPORE LTD. 2019,20191230,606854_ETC - Annual Report 2019.pdf
3991,Annual Report,DLF HOLDINGS LIMITED 2019,20191230,607021_DLF_Letter_to_shareholders.pdf
3992,Annual Report,SING INVESTMENTS & FINANCE LIMITED 2019,20191230,606827_SIFL - Annual Report 2019.pdf
3993,Annual Report,SIIC ENVIRONMENT HOLDINGS LTD. 2019,20191230,607036_SIIC - Annual Report - FY2019.pdf
3994,Annual Report,ASIATRAVEL.COM HOLDINGS LTD 2019,20191230,697441_Asia Travel Annual Report 2019 LR.pdf
3995,Annual Report,SASSEUR ASSET MANAGEMENT PTE. LTD. 2019,20191230,614621_Sasseur_REIT-Annual_Report_FY2019.pdf
3996,Annual Report,PAN ASIAN HOLDINGS LIMITED 2019,20191230,606013_Pan Asian Holdings Limited - Annual Report.PDF
3997,Annual Report,YEO HIAP SENG LTD 2019,20191230,601848_01 YHSL-Annual Report 2019.pdf
3998,Annual Report,JADASON ENTERPRISES LTD 2019,20191230,617490_Jadason_Annual_Report_2019.pdf
3999,Annual Report,ASCENDAS PROPERTY FUND TRUSTEE PTE. LTD. 2019,20191230,606115_Letter to Unitholders.pdf
4000,Annual Report,TA CORPORATION LTD. 2019,20191230,605108_TACorp_AnnualReport_2019.pdf
4001,Annual Report,ANAN INTERNATIONAL LIMITED 2019,20191230,737671_AnAn - AR2019.pdf
4002,Annual Report,MATEX INTERNATIONAL LIMITED 2019,20191230,615706_FY 2019 Annual Report.pdf
4003,Annual Report,PERENNIAL REAL ESTATE HOLDINGS LIMITED 2019,20191230,614842_Perennial_Annual Report 2019.pdf
4004,Annual Report,HOTEL GRAND CENTRAL LIMITED 2019,20191230,606938_HGC Ann Rep 2019_15.04_Book.pdf
4005,Annual Report,GEO ENERGY RESOURCES LIMITED 2019,20191230,607261_GEO - Annual Report 2019_Additional Information.pdf
4006,Annual Report,MALAYSIA SMELTING CORP BHD 100 2019,20191230,621958_MSC - AR 2019 - Part 1.pdf
4007,Annual Report,ASCENDAS FUNDS MANAGEMENT (S) LIMITED 2019,20191230,614348_Ascendas Reit_Addendum to AR_1Jun2020.pdf
4008,Annual Report,CSE GLOBAL LIMITED 2019,20191230,601992_CSE_Global_Ltd_-_Annual_Report.pdf
4009,Annual Report,FOOD EMPIRE HOLDINGS LIMITED 2019,20191230,605326_Food Empire Annual Report FY2019.PDF
4010,Annual Report,VICOM LTD 2019,20191230,601791_VICOM -  AR2019.pdf
4011,Annual Report,PAVILLON HOLDINGS LTD. 2019,20191230,609422_PVL Annual Report FY2019.pdf
4012,Annual Report,GOLDEN AGRI-RESOURCES LTD 2019,20191230,605200_GAR16-06-04-2020-GAR AR2019.pdf
